Reference,Associated Study Title,Enrollment Years,Study Factors,Stressor Source Category,Exposure Stressor,Stressor Source Details,Number of Stressor Samples,Stressor Notes,Number of Receptors,Receptors,Receptor Notes,Smoking Status,Age,Sex,Race,Methods,LOD/LOQ,Detection Frequency (%),Medium,Exposure Marker,Marker Level,Measurement Statistic,Assay Notes,Country,State or Province,"City, Town, Region or Area",Exposure Event Notes,Outcome Relationship,Disease,Phenotype,Anatomy,Exposure Outcome Notes
25260175,C8 Science Panel (C8SP),2005-2006,sex,Dietary|Environmental|Occupational|Residential,perfluorooctanoic acid,chemical plant emissions and drinking water contamination,,,"32,254",Study subjects,,20% Current smoker|32% Former smoker|48% Never smoker,>=20 years (range),54% Females (Only),2% Other|97% White,Cox proportional hazard models,,,,,,,,United States,Ohio,,,no correlation,Hypertension,,,
25260175,C8 Science Panel (C8SP),2005-2006,sex,Dietary|Environmental|Occupational|Residential,perfluorooctanoic acid,chemical plant emissions and drinking water contamination,,,"32,254",Study subjects,,20% Current smoker|32% Former smoker|48% Never smoker,>=20 years (range),54% Females (Only),2% Other|97% White,Cox proportional hazard models,,,,,,,,United States,Ohio,,,no correlation,Coronary Artery Disease,,,
33882431,,2014-2018,,Environmental,perfluorooctanoic acid,maternal exposure,,,158,"Controls for disease:Heart Defects, Congenital",infants with normal hearts (controls),,,53% Males (Only)|47% Females (Only),,,,,"blood, cord",perfluorooctanoic acid,1.169 nanograms per milliliter,median,PFOA,China,Guangdong Province,Guangzhou,,,,,,
33882431,,2014-2018,,Environmental,perfluorooctanoic acid,maternal exposure,,,158,"Controls for disease:Heart Defects, Congenital",infants with normal hearts (controls),,,53% Males (Only)|47% Females (Only),,,,,"blood, cord",perfluorooctanoic acid,0.895 nanograms per milliliter,25th percentile,PFOA,China,Guangdong Province,Guangzhou,,,,,,
33882431,,2014-2018,,Environmental,perfluorooctanoic acid,maternal exposure,,,158,"Controls for disease:Heart Defects, Congenital",infants with normal hearts (controls),,,53% Males (Only)|47% Females (Only),,,,,"blood, cord",perfluorooctanoic acid,1.397 nanograms per milliliter,75th percentile,PFOA,China,Guangdong Province,Guangzhou,,,,,,
33882431,,2014-2018,,Environmental,perfluorooctanoic acid,maternal exposure,,,158,"Subjects with disease:Heart Defects, Congenital",infants with congenital heart defects (cases),,,66% Males (Only)|34% Females (Only),,,,,"blood, cord",perfluorooctanoic acid,1.083 nanograms per milliliter,median,PFOA,China,Guangdong Province,Guangzhou,,,,,,
33882431,,2014-2018,,Environmental,perfluorooctanoic acid,maternal exposure,,,158,"Subjects with disease:Heart Defects, Congenital",infants with congenital heart defects (cases),,,66% Males (Only)|34% Females (Only),,,,,"blood, cord",perfluorooctanoic acid,0.778 nanograms per milliliter,25th percentile,PFOA,China,Guangdong Province,Guangzhou,,,,,,
33882431,,2014-2018,,Environmental,perfluorooctanoic acid,maternal exposure,,,158,"Subjects with disease:Heart Defects, Congenital",infants with congenital heart defects (cases),,,66% Males (Only)|34% Females (Only),,,,,"blood, cord",perfluorooctanoic acid,1.379 nanograms per milliliter,75th percentile,PFOA,China,Guangdong Province,Guangzhou,,,,,,
24832944,Cottage Grove Cohort Study,,,Occupational,perfluorooctanoic acid,ammonium perfluorooctanoate production facilities,,,"9,027",Workers,mixed population of 4668 ammonium perfluorooctanoate-exposed and 4359 non-exposed workers,,,84% Males (Only),,,,,,,,,,United States,Minnesota|Wisconsin,,,no correlation,Myocardial Ischemia,,,
24832944,Cottage Grove Cohort Study,,,Occupational,perfluorooctanoic acid,ammonium perfluorooctanoate production facilities,,,"9,027",Workers,mixed population of 4668 ammonium perfluorooctanoate-exposed and 4359 non-exposed workers,,,84% Males (Only),,,,,,,,,,United States,Minnesota|Wisconsin,,,no correlation,Cerebrovascular Disorders,,,
22652006,National Health and Nutrition Examination Survey (NHANES),2003-2006,alcohol drinking | race | sex | socioeconomic status | tobacco,,perfluorooctanoic acid,,,,"1,894",Study subjects,,,>20 years (range),Both Males and Females,,high-performance liquid chromatography | tandem mass spectrometry | turbo ion spray ionisation,,,serum,perfluorooctanoic acid,,,,United States,,,,positive correlation,Hypertension,,,
33882431,,2014-2018,,Environmental,perfluorotridecanoic acid,maternal exposure,,,158,"Controls for disease:Heart Defects, Congenital",infants with normal hearts (controls),,,53% Males (Only)|47% Females (Only),,,,,"blood, cord",perfluorotridecanoic acid,0.203 nanograms per milliliter,median,PFTrDA,China,Guangdong Province,Guangzhou,,,,,,
33882431,,2014-2018,,Environmental,perfluorotridecanoic acid,maternal exposure,,,158,"Controls for disease:Heart Defects, Congenital",infants with normal hearts (controls),,,53% Males (Only)|47% Females (Only),,,,,"blood, cord",perfluorotridecanoic acid,0.13 nanograms per milliliter,25th percentile,PFTrDA,China,Guangdong Province,Guangzhou,,,,,,
33882431,,2014-2018,,Environmental,perfluorotridecanoic acid,maternal exposure,,,158,"Controls for disease:Heart Defects, Congenital",infants with normal hearts (controls),,,53% Males (Only)|47% Females (Only),,,,,"blood, cord",perfluorotridecanoic acid,0.351 nanograms per milliliter,75th percentile,PFTrDA,China,Guangdong Province,Guangzhou,,,,,,
33882431,,2014-2018,,Environmental,perfluorotridecanoic acid,maternal exposure,,,158,"Subjects with disease:Heart Defects, Congenital",infants with congenital heart defects (cases),,,66% Males (Only)|34% Females (Only),,,,,"blood, cord",perfluorotridecanoic acid,0.216 nanograms per milliliter,median,PFTrDA,China,Guangdong Province,Guangzhou,,,,,,
33882431,,2014-2018,,Environmental,perfluorotridecanoic acid,maternal exposure,,,158,"Subjects with disease:Heart Defects, Congenital",infants with congenital heart defects (cases),,,66% Males (Only)|34% Females (Only),,,,,"blood, cord",perfluorotridecanoic acid,0.143 nanograms per milliliter,25th percentile,PFTrDA,China,Guangdong Province,Guangzhou,,,,,,
33882431,,2014-2018,,Environmental,perfluorotridecanoic acid,maternal exposure,,,158,"Subjects with disease:Heart Defects, Congenital",infants with congenital heart defects (cases),,,66% Males (Only)|34% Females (Only),,,,,"blood, cord",perfluorotridecanoic acid,0.345 nanograms per milliliter,75th percentile,PFTrDA,China,Guangdong Province,Guangzhou,,,,,,
32469207,UNC Preterm Birth Biobank (PTB) Study,2015-2018,race,Commercial product|Dietary|Environmental,perfluoroundecanoic acid,"contaminated diet, drinking water, environment, consumer products",,,122,Pregnant females,,7% Current smoker|93% Non-smoker,33.9 years (mean),100% Females (Only),33% Black|27% Hispanic|3% Other|38% White,,,,,,,,,United States,North Carolina,Chapel Hill,,prediction/hypothesis,"Hypertension, Pregnancy-Induced",,,a borderline significant difference was observed of PFUnA levels by hypertensive complications of pregnancy status (p = 0.09)
33882431,,2014-2018,,Environmental,perfluoroundecanoic acid,maternal exposure,,,158,"Controls for disease:Heart Defects, Congenital",infants with normal hearts (controls),,,53% Males (Only)|47% Females (Only),,,,,"blood, cord",perfluoroundecanoic acid,0.163 nanograms per milliliter,median,PFUnDA,China,Guangdong Province,Guangzhou,,,,,,
33882431,,2014-2018,,Environmental,perfluoroundecanoic acid,maternal exposure,,,158,"Controls for disease:Heart Defects, Congenital",infants with normal hearts (controls),,,53% Males (Only)|47% Females (Only),,,,,"blood, cord",perfluoroundecanoic acid,0.095 nanograms per milliliter,25th percentile,PFUnDA,China,Guangdong Province,Guangzhou,,,,,,
33882431,,2014-2018,,Environmental,perfluoroundecanoic acid,maternal exposure,,,158,"Controls for disease:Heart Defects, Congenital",infants with normal hearts (controls),,,53% Males (Only)|47% Females (Only),,,,,"blood, cord",perfluoroundecanoic acid,0.247 nanograms per milliliter,75th percentile,PFUnDA,China,Guangdong Province,Guangzhou,,,,,,
33882431,,2014-2018,,Environmental,perfluoroundecanoic acid,maternal exposure,,,158,"Subjects with disease:Heart Defects, Congenital",infants with congenital heart defects (cases),,,66% Males (Only)|34% Females (Only),,,,,"blood, cord",perfluoroundecanoic acid,0.137 nanograms per milliliter,median,PFUnDA,China,Guangdong Province,Guangzhou,,,,,,
33882431,,2014-2018,,Environmental,perfluoroundecanoic acid,maternal exposure,,,158,"Subjects with disease:Heart Defects, Congenital",infants with congenital heart defects (cases),,,66% Males (Only)|34% Females (Only),,,,,"blood, cord",perfluoroundecanoic acid,0.079 nanograms per milliliter,25th percentile,PFUnDA,China,Guangdong Province,Guangzhou,,,,,,
33882431,,2014-2018,,Environmental,perfluoroundecanoic acid,maternal exposure,,,158,"Subjects with disease:Heart Defects, Congenital",infants with congenital heart defects (cases),,,66% Males (Only)|34% Females (Only),,,,,"blood, cord",perfluoroundecanoic acid,0.253 nanograms per milliliter,75th percentile,PFUnDA,China,Guangdong Province,Guangzhou,,,,,,
25337994,Agricultural Health Study (AHS),1993-2011,,Environmental|Occupational,Permethrin,"agricultural use of insecticides, fungicides, and fumigants",,,"54,306",Workers,pesticide applicators,,,,,Poisson and polytomous models | questionnaires,,,,,,,,United States,Iowa|North Carolina,,,positive correlation,Multiple Myeloma,,,
19440497,Agricultural Health Study (AHS),1993-2004,,Occupational,Permethrin,Pesticide application,,,"49,093",Workers,Pesticide Applicators,Current smoker|Non-smoker,,Both Males and Females,2% Other|98% White,Poisson regression analysis | survey method,,,,,,,,United States,Iowa|North Carolina,,,prediction/hypothesis,Multiple Myeloma,,,
11665844,,2001-2001,,Commercial product,Pesticides,Dormex pesticide,,,,Workers,agricultural workers applying pesticide Dormex,,41 years (median),Males (Only),,,,,,,,,,Italy,,Ragusa,,positive correlation,Cardiovascular Diseases,,,
15858460,,2002-2004,,Commercial product,Pesticides,Dormex pesticide,,,,Workers,agricultural workers applying pesticide Dormex,,41 years (median),Males (Only),,,,,,,,,,Italy,,Apulia | Calabria | Sicily,,positive correlation,Cardiovascular Diseases,,,
24028665,Agricultural Health Study (AHS),1993-2008,,Commercial product|Occupational,Pesticides,handling and applying insecticide,,,"51,603",Workers,pesticide applicators,,,Males (Only),3% Other|97% White,Cox proportional hazards models,,,,,,,,United States,Iowa|North Carolina,,,no correlation,Stroke,,,stroke mortality only
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,437,Subjects with disease:Hypertension,,,71.8 years (mean),Both Males and Females,,,,,serum,DDT,,,,United States,,,,positive correlation,Cognition Disorders,,,association between hypertension and low cognition is stronger the higher serum concentrations of DDT (p = 0.06)
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,437,Subjects with disease:Hypertension,,,71.8 years (mean),Both Males and Females,,,,,serum,Dichlorodiphenyl Dichloroethylene,,,,United States,,,,positive correlation,Cognition Disorders,,,association between hypertension and low cognition is stronger the higher serum concentrations of Dichlorodiphenyl Dichloroethylene (p = 0.01)
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,437,Subjects with disease:Hypertension,,,71.8 years (mean),Both Males and Females,,,,,serum,beta-hexachlorocyclohexane,,,,United States,,,,prediction/hypothesis,Cognition Disorders,,,"association between hypertension and low cognition trends with higher serum concentrations of beta-hexachlorocyclohexane (p = 0.39), but does not reach significance"
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,437,Subjects with disease:Hypertension,,,71.8 years (mean),Both Males and Females,,,,,serum,nonachlor,,,,United States,,,,prediction/hypothesis,Cognition Disorders,,,"association between hypertension and low cognition trends with higher serum concentrations of trans-nonachlor (p = 0.14), but does not reach significance"
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Controls for disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,DDT,5.7 nanograms per gram lipid,median of first tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Controls for disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,DDT,9.4 nanograms per gram lipid,median of second tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Controls for disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,DDT,25.6 nanograms per gram lipid,median of third tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Controls for disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,Dichlorodiphenyl Dichloroethylene,324.5 nanograms per gram lipid,median of first tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Controls for disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,Dichlorodiphenyl Dichloroethylene,940.5 nanograms per gram lipid,median of second tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Controls for disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,Dichlorodiphenyl Dichloroethylene,2200 nanograms per gram lipid,median of third tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Controls for disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,beta-hexachlorocyclohexane,12.8 nanograms per gram lipid,median of first tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Controls for disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,beta-hexachlorocyclohexane,28.5 nanograms per gram lipid,median of second tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Controls for disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,beta-hexachlorocyclohexane,73.4 nanograms per gram lipid,median of third tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Controls for disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,nonachlor,25.9 nanograms per gram lipid,median of first tertile,trans-nonachlor,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Controls for disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,nonachlor,48.2 nanograms per gram lipid,median of second tertile,trans-nonachlor,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Controls for disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,nonachlor,88.9 nanograms per gram lipid,median of third tertile,trans-nonachlor,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Controls for disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,oxychlordane,17.9 nanograms per gram lipid,median of first tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Controls for disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,oxychlordane,31.3 nanograms per gram lipid,median of second tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Controls for disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,oxychlordane,54.7 nanograms per gram lipid,median of third tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Controls for disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,Heptachlor Epoxide,5.1 nanograms per gram lipid,median of first tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Controls for disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,Heptachlor Epoxide,10.7 nanograms per gram lipid,median of second tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Controls for disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,Heptachlor Epoxide,23 nanograms per gram lipid,median of third tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Subjects with disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,DDT,5.7 nanograms per gram lipid,median of first tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Subjects with disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,DDT,9.4 nanograms per gram lipid,median of second tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Subjects with disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,DDT,25.6 nanograms per gram lipid,median of third tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Subjects with disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,Dichlorodiphenyl Dichloroethylene,324.5 nanograms per gram lipid,median of first tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Subjects with disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,Dichlorodiphenyl Dichloroethylene,940.5 nanograms per gram lipid,median of second tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Subjects with disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,Dichlorodiphenyl Dichloroethylene,2200 nanograms per gram lipid,median of third tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Subjects with disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,beta-hexachlorocyclohexane,12.8 nanograms per gram lipid,median of first tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Subjects with disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,beta-hexachlorocyclohexane,28.5 nanograms per gram lipid,median of second tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Subjects with disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,beta-hexachlorocyclohexane,73.4 nanograms per gram lipid,median of third tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Subjects with disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,nonachlor,25.9 nanograms per gram lipid,median of first tertile,trans-nonachlor,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Subjects with disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,nonachlor,48.2 nanograms per gram lipid,median of second tertile,trans-nonachlor,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Subjects with disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,nonachlor,88.9 nanograms per gram lipid,median of third tertile,trans-nonachlor,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Subjects with disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,oxychlordane,17.9 nanograms per gram lipid,median of first tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Subjects with disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,oxychlordane,31.3 nanograms per gram lipid,median of second tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Subjects with disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,oxychlordane,54.7 nanograms per gram lipid,median of third tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Subjects with disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,Heptachlor Epoxide,5.1 nanograms per gram lipid,median of first tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Subjects with disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,Heptachlor Epoxide,10.7 nanograms per gram lipid,median of second tertile,,United States,,,,,,,,
26630154,National Health and Nutrition Examination Survey (NHANES),1999-2002,,Environmental,Pesticides,,,,644,Subjects with disease:Hypertension,"207 controls, 437 patients",,60-85 years (range),Both Males and Females,,,,,serum,Heptachlor Epoxide,23 nanograms per gram lipid,median of third tertile,,United States,,,,,,,,
16129026,,1993-2000,age | race | sex,Environmental|Residential,Pesticides,,,,"16,880,516",Study subjects,,,25-64 years (range),Both Males and Females,8% Black|92% White,,,,,,,,,United States,New York,,,positive correlation,Stroke,,,"positive correlation between living in zip codes that contain hazardous waste sites and increased rate of hospital discharges for stroke, particularly ischemic stroke"
16129026,,1993-2000,age | race | sex,Environmental|Residential,Pesticides,,,,"16,880,516",Study subjects,,,25-64 years (range),Both Males and Females,8% Black|92% White,,,,,,,,,United States,New York,,,positive correlation,Ischemic Stroke,,,"positive correlation between living in zip codes that contain hazardous waste sites and increased rate of hospital discharges for stroke, particularly ischemic stroke"
19700503,Agricultural Health Study (AHS),1993-2006,age | tobacco,Occupational,Pesticides,Pesticide application,,,"54,069",Workers,Pesticide Applicators,,,Males (Only),,Cox regression analysis | survey method,,,,,,,,United States,Iowa|North Carolina,,,no correlation,Myocardial Infarction,,,
19750103,Agricultural Health Study (AHS),1993-1997,body mass index,Occupational|Residential,Pesticides,Pesticide application,,,"11,274",Pregnant females,Spouses of Pesticide Applicators,Current smoker|Non-smoker,16-49 years (range),Females (Only),2% Other|97% White,logistic regression analysis | survey method,,,,,,,,United States,Iowa|North Carolina,,,positive correlation,"Hypertension, Pregnancy-Induced",,,
27023119,,2012-2013,,Environmental,phenanthrene,,,,170,Subjects with disease:Hypertension,housewives,67% Non-smoker|33% Passive smoker,>=30 years (range),100% Females (Only),,gas chromatography-mass spectrometry,,100.0,hair,phenanthrene,405 nanograms per gram,median,,China,Shanxi Province,,,,,,,
27023119,,2012-2013,,Environmental,phenanthrene,,,,170,Subjects with disease:Hypertension,housewives,67% Non-smoker|33% Passive smoker,>=30 years (range),100% Females (Only),,gas chromatography-mass spectrometry,,100.0,hair,phenanthrene,249-707 nanograms per gram,interquartile range,,China,Shanxi Province,,,,,,,
27023119,,2012-2013,,Environmental,phenanthrene,,,,235,Controls for disease:Hypertension,housewives,61% Non-smoker|39% Passive smoker,>=30 years (range),100% Females (Only),,gas chromatography-mass spectrometry,,99.0,hair,phenanthrene,759 nanograms per gram,median,,China,Shanxi Province,,,,,,,
27023119,,2012-2013,,Environmental,phenanthrene,,,,235,Controls for disease:Hypertension,housewives,61% Non-smoker|39% Passive smoker,>=30 years (range),100% Females (Only),,gas chromatography-mass spectrometry,,99.0,hair,phenanthrene,411-1344 nanograms per gram,interquartile range,,China,Shanxi Province,,,,,,,
31026035,Prospective Investigation of the Vasculature in Uppsala Seniors (PIVUS),2001-2004,,Dietary|Environmental,Polychlorinated Biphenyls,"environment and high-fat foods including dairy, eggs, and animal fats",,PCB 157,814,Study subjects,,6% Current smoker,80 years (mean),49% Males (Only)|51% Females (Only),,Cox proportional hazard analysis,,,,,,,,Sweden,,Uppsala,,prediction/hypothesis,Cardiovascular Diseases,,,significant association between PCB 157 plasma levels and cardiovascular disease mortality
31026035,Prospective Investigation of the Vasculature in Uppsala Seniors (PIVUS),2001-2004,,Dietary|Environmental,Polychlorinated Biphenyls,"environment and high-fat foods including dairy, eggs, and animal fats",,PCB 206,814,Study subjects,,6% Current smoker,80 years (mean),49% Males (Only)|51% Females (Only),,Cox proportional hazard analysis,,,,,,,,Sweden,,Uppsala,,positive correlation,Cardiovascular Diseases,,,significant association between PCB 206 plasma levels and cardiovascular disease mortality; hazard ratio 2.16 (95% CI: 1.37-3.4)
31026035,Prospective Investigation of the Vasculature in Uppsala Seniors (PIVUS),2001-2004,,Dietary|Environmental,Polychlorinated Biphenyls,"environment and high-fat foods including dairy, eggs, and animal fats",,PCB 209,814,Study subjects,,6% Current smoker,80 years (mean),49% Males (Only)|51% Females (Only),,Cox proportional hazard analysis,,,,,,,,Sweden,,Uppsala,,positive correlation,Cardiovascular Diseases,,,significant association between PCB 209 plasma levels and cardiovascular disease mortality
18054906,,1995-2000,age,Environmental,Polychlorinated Biphenyls,,,,277,Study subjects,Akwesasne Mohawks,,39 years (mean),Both Males and Females,100% American Indian,gas chromatography with electron capture detection,,,,,,,,Canada|United States,,,,positive correlation,Cardiovascular Diseases,,,
16129026,,1993-2000,age | race | sex,Environmental|Residential,Polychlorinated Biphenyls,,,,"16,880,516",Study subjects,,,25-64 years (range),Both Males and Females,8% Black|92% White,,,,,,,,,United States,New York,,,positive correlation,Stroke,,,"positive correlation between living in zip codes that contain hazardous waste sites and increased rate of hospital discharges for stroke, particularly ischemic stroke"
16129026,,1993-2000,age | race | sex,Environmental|Residential,Polychlorinated Biphenyls,,,,"16,880,516",Study subjects,,,25-64 years (range),Both Males and Females,8% Black|92% White,,,,,,,,,United States,New York,,,positive correlation,Ischemic Stroke,,,"positive correlation between living in zip codes that contain hazardous waste sites and increased rate of hospital discharges for stroke, particularly ischemic stroke"
20123637,,2005-2007,,Environmental,Polycyclic Aromatic Hydrocarbons,indoor and outdoor polycyclic aromatic hydrocarbons,,,60,Subjects with disease:Coronary Artery Disease,"elderly subjects, warm season",,84.1 years (mean),Both Males and Females,,mixed-model regression analyses,,,plasma,IL6,,,indoor and outdoor polycyclic aromatic hydrocarbons,United States,California,Los Angeles,,,,,,
20123637,,2005-2007,,Environmental,Polycyclic Aromatic Hydrocarbons,indoor and outdoor polycyclic aromatic hydrocarbons,,,60,Subjects with disease:Coronary Artery Disease,"elderly subjects, warm season",,84.1 years (mean),Both Males and Females,,mixed-model regression analyses,,,plasma,TNFRSF1B,,,indoor and outdoor polycyclic aromatic hydrocarbons,United States,California,Los Angeles,,,,,,
25564368,Cardiovascular Health and Air Pollution Study,,,Environmental,Polycyclic Aromatic Hydrocarbons,traffic-related air pollution,,,43,Subjects with disease:Coronary Artery Disease,,Non-smoker,84.7 years (mean),47% Males (Only)|54% Females (Only),2% Hispanic|98% White,linear mixed-effects regression models,,,blood,CYP1B1,,,,United States,California,Los Angeles air basin,,positive correlation,,increased gene expression,Blood,
25564368,Cardiovascular Health and Air Pollution Study,,,Environmental,Polycyclic Aromatic Hydrocarbons,traffic-related air pollution,,,43,Subjects with disease:Coronary Artery Disease,,Non-smoker,84.7 years (mean),47% Males (Only)|54% Females (Only),2% Hispanic|98% White,linear mixed-effects regression models,,,blood,HMOX1,,,,United States,California,Los Angeles air basin,,positive correlation,,increased gene expression,Blood,
