Reference,Associated Study Title,Enrollment Years,Study Factors,Stressor Source Category,Exposure Stressor,Stressor Source Details,Number of Stressor Samples,Stressor Notes,Number of Receptors,Receptors,Receptor Notes,Smoking Status,Age,Sex,Race,Methods,LOD/LOQ,Detection Frequency (%),Medium,Exposure Marker,Marker Level,Measurement Statistic,Assay Notes,Country,State or Province,"City, Town, Region or Area",Exposure Event Notes,Outcome Relationship,Disease,Phenotype,Anatomy,Exposure Outcome Notes
25867198,,2013-2014,,Environmental,Magnesium,,,,313,Controls for disease:Hypertension,,,61.3 years (mean),100% Males (Only),,Spearman's rank correlation,,,blood,,,,,Poland,,,,negative correlation,Hypertension,,,
25867198,,2013-2014,,Environmental,Magnesium,,,,313,Subjects with disease:Hypertension,,,61.3 years (mean),100% Males (Only),,Spearman's rank correlation,,,blood,,,,,Poland,,,,negative correlation,Hypertension,,,
25224535,,2003-2008,,Dietary,Manganese,,,,"688,532",Infants or newborns,,,,,,,,,,,,,,United States,North Carolina,,,positive correlation,Conotruncal cardiac defects,,,
25867198,,2013-2014,,Environmental,Manganese,,,,142,Controls for disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,serum,Manganese,1.83 micrograms per liter,arithmetic mean,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Manganese,,,,142,Controls for disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,serum,Manganese,1.63 micrograms per liter,median,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Manganese,,,,142,Controls for disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,serum,Manganese,0.42 micrograms per liter,minimum,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Manganese,,,,142,Controls for disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,serum,Manganese,8.95 micrograms per liter,maximum,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Manganese,,,,171,Subjects with disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,serum,Manganese,1.86 micrograms per liter,arithmetic mean,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Manganese,,,,171,Subjects with disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,serum,Manganese,1.62 micrograms per liter,median,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Manganese,,,,171,Subjects with disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,serum,Manganese,0.12 micrograms per liter,minimum,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Manganese,,,,171,Subjects with disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,serum,Manganese,10.75 micrograms per liter,maximum,,Poland,,,,,,,,
26629599,American Cancer Society Cancer Prevention Study II (ACS CPS-II),1982-2004,,Environmental,Manganese,,,,"445,860",Study subjects,,Current smoker|Former smoker|Non-smoker,56.6 years (mean),Both Males and Females,94% White,Cox proportional hazard models,,,,,,,,United States,,,,no correlation,Myocardial Ischemia,,,
29064788,Dongfeng-Tongji (DFTJ) Cohort,2008-2010,,Occupational,Manganese,,,,"1,621",Controls for disease:Coronary Disease,employed at Dongfeng Motor Corporation,19% Current smoker|11% Former smoker|70% Never smoker,65.6 years (mean),49% Males (Only)|51% Females (Only),,inductively coupled plasma mass spectrometry,,,plasma,Manganese,4.05 micrograms per liter,median,,China,,Shiyan,,,,,,
29064788,Dongfeng-Tongji (DFTJ) Cohort,2008-2010,,Occupational,Manganese,,,,"1,621",Controls for disease:Coronary Disease,employed at Dongfeng Motor Corporation,19% Current smoker|11% Former smoker|70% Never smoker,65.6 years (mean),49% Males (Only)|51% Females (Only),,inductively coupled plasma mass spectrometry,,,plasma,Manganese,2.97 micrograms per liter,25th percentile,,China,,Shiyan,,,,,,
29064788,Dongfeng-Tongji (DFTJ) Cohort,2008-2010,,Occupational,Manganese,,,,"1,621",Controls for disease:Coronary Disease,employed at Dongfeng Motor Corporation,19% Current smoker|11% Former smoker|70% Never smoker,65.6 years (mean),49% Males (Only)|51% Females (Only),,inductively coupled plasma mass spectrometry,,,plasma,Manganese,5.72 micrograms per liter,75th percentile,,China,,Shiyan,,,,,,
29064788,Dongfeng-Tongji (DFTJ) Cohort,2008-2010,,Occupational,Manganese,,,,"1,621",Subjects with disease:Coronary Disease,employed at Dongfeng Motor Corporation,21% Current smoker|13% Former smoker|66% Never smoker,65.7 years (mean),49% Males (Only)|51% Females (Only),,inductively coupled plasma mass spectrometry,,,plasma,Manganese,4.21 micrograms per liter,median,,China,,Shiyan,,,,,,
29064788,Dongfeng-Tongji (DFTJ) Cohort,2008-2010,,Occupational,Manganese,,,,"1,621",Subjects with disease:Coronary Disease,employed at Dongfeng Motor Corporation,21% Current smoker|13% Former smoker|66% Never smoker,65.7 years (mean),49% Males (Only)|51% Females (Only),,inductively coupled plasma mass spectrometry,,,plasma,Manganese,3.17 micrograms per liter,25th percentile,,China,,Shiyan,,,,,,
29064788,Dongfeng-Tongji (DFTJ) Cohort,2008-2010,,Occupational,Manganese,,,,"1,621",Subjects with disease:Coronary Disease,employed at Dongfeng Motor Corporation,21% Current smoker|13% Former smoker|66% Never smoker,65.7 years (mean),49% Males (Only)|51% Females (Only),,inductively coupled plasma mass spectrometry,,,plasma,Manganese,5.77 micrograms per liter,75th percentile,,China,,Shiyan,,,,,,
23824410,,2010-2011,age | alcohol drinking | diet | sex | tobacco,Dietary|Environmental,Mercury,non-occupational exposure,,,"2,114",Study subjects,entire cohort,,,44% Males (Only)|56% Females (Only),,thermal decomposition (gold) amalgamation atomic absorption spectrophotometry,,,blood,Mercury,,,,"Korea, Republic of",,,,positive correlation,Hypertension,,,
25374160,Modeling the Epidemiologic Transition Study (METS),2010-2011,alcohol drinking | diet | socioeconomic status | tobacco,Environmental,Mercury,,,,44,Study subjects,African descent,,24-45 years (range),Both Males and Females,,,,,,,,,,Ghana|Jamaica|Seychelles|South Africa|United States,,,,prediction/hypothesis,Cardiovascular Diseases,,,
28431391,,,,Environmental,Mercury,,,,63,Subjects with disease:Coronary Artery Disease,,,59.29 years (mean),56% Males (Only)|44% Females (Only),,graphite furnace atomic absorption spectroscopy with Zeeman correction,,,serum,Mercury,10.14 micrograms per liter,mean,,"Iran, Islamic Republic of",,,,,,,,
28431391,,,,Environmental,Mercury,,,,63,Subjects with disease:Coronary Artery Disease,,,59.29 years (mean),56% Males (Only)|44% Females (Only),,graphite furnace atomic absorption spectroscopy with Zeeman correction,,,serum,Mercury,8.12 micrograms per liter,mean,"adjusted for gender, hypertension, diabetes and dyslipidemia","Iran, Islamic Republic of",,,,,,,,
28431391,,,,Environmental,Mercury,,,,64,Controls for disease:Coronary Artery Disease,,,57.81 years (mean),34% Males (Only)|66% Females (Only),,graphite furnace atomic absorption spectroscopy with Zeeman correction,,,serum,Mercury,6.11 micrograms per liter,mean,,"Iran, Islamic Republic of",,,,,,,,
28431391,,,,Environmental,Mercury,,,,64,Controls for disease:Coronary Artery Disease,,,57.81 years (mean),34% Males (Only)|66% Females (Only),,graphite furnace atomic absorption spectroscopy with Zeeman correction,,,serum,Mercury,4.11 micrograms per liter,mean,"adjusted for gender, hypertension, diabetes and dyslipidemia","Iran, Islamic Republic of",,,,,,,,
28431391,,,,Environmental,Mercury,,,,127,Study subjects,mix of 63 subjects and 64 controls for Coronary Artery Disease,,50-70 years (range),45% Males (Only)|55% Females (Only),,binary logistic regression analysis,,,,,,,,"Iran, Islamic Republic of",,,,positive correlation,Coronary Artery Disease,,,
25867198,,2013-2014,,Environmental,Mercury,,,,142,Controls for disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,blood,Mercury,4.51 micrograms per liter,arithmetic mean,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Mercury,,,,142,Controls for disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,blood,Mercury,4.45 micrograms per liter,median,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Mercury,,,,142,Controls for disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,blood,Mercury,0.27 micrograms per liter,minimum,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Mercury,,,,142,Controls for disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,blood,Mercury,7.9 micrograms per liter,maximum,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Mercury,,,,171,Subjects with disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,blood,Mercury,4.59 micrograms per liter,arithmetic mean,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Mercury,,,,171,Subjects with disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,blood,Mercury,4.53 micrograms per liter,median,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Mercury,,,,171,Subjects with disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,blood,Mercury,0.15 micrograms per liter,minimum,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Mercury,,,,171,Subjects with disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,blood,Mercury,9.1 micrograms per liter,maximum,,Poland,,,,,,,,
20595914,Agricultural Health Study (AHS),1993-2003,,Occupational|Residential,metalaxyl,Pesticide application,,,"22,425",Study subjects,Female pesticide applicators and female spouses of pesticide applicators,Current smoker|Former smoker|Never smoker,17-88 years (range),Females (Only),,logistic regression analysis | survey method,,,,,,,,United States,Iowa|North Carolina,,,positive correlation,Myocardial Infarction,,,
20595914,Agricultural Health Study (AHS),1993-2003,,Occupational|Residential,metalaxyl,Pesticide application,,,"22,425",Workers,Female pesticide applicators and female spouses of pesticide applicators,Current smoker|Former smoker|Never smoker,17-88 years (range),Females (Only),,logistic regression analysis | survey method,,,,,,,,United States,Iowa|North Carolina,,,positive correlation,Myocardial Infarction,,,
24065312,Korea National Health and Nutrition Examination Survey (KNHANES),2009-2010,,Environmental,"Metals, Heavy",,,,"3,950",Study subjects,controls and disease subjects combined,36% Current smoker|10% Former smoker|54% Never smoker,,50% Males (Only)|50% Females (Only),,graphite-furnace atomic absorption spectrometry | Zeeman background correction,,,serum,"Metals, Heavy",,,"sum of lead, mercury, and cadmium","Korea, Republic of",,,,positive correlation,Hypertension,,,
12842775,,1952-1953,,Environmental,"Metals, Heavy",,,,,Study subjects,,,,Both Males and Females,,"data analysis, autopsy records | histopathologic and microanalytic tissue examination",,,,,,,,United Kingdom,,London,,positive correlation,Heart Diseases,,,
22747793,,2005-2009,sex,Dietary,Methylmercury Compounds,fish consumption,,,805,Study subjects,,70% Current smoker,48.8 years (mean),100% Males (Only),100% Inuit,logistic regression analysis,,,,,,,,Greenland,,,,prediction/hypothesis,Hypertension,,,"With increasing whole blood mercury concentrations, diastolic blood pressure and the risk of hypertension decreased among men in the study"
25867198,,2013-2014,,Environmental,Molybdenum,,,,142,Controls for disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,serum,Molybdenum,2.5 micrograms per liter,arithmetic mean,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Molybdenum,,,,142,Controls for disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,serum,Molybdenum,2.43 micrograms per liter,median,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Molybdenum,,,,142,Controls for disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,serum,Molybdenum,1.35 micrograms per liter,minimum,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Molybdenum,,,,142,Controls for disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,serum,Molybdenum,6.23 micrograms per liter,maximum,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Molybdenum,,,,171,Subjects with disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,serum,Molybdenum,2.39 micrograms per liter,arithmetic mean,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Molybdenum,,,,171,Subjects with disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,serum,Molybdenum,2.32 micrograms per liter,median,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Molybdenum,,,,171,Subjects with disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,serum,Molybdenum,0.44 micrograms per liter,minimum,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Molybdenum,,,,171,Subjects with disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,serum,Molybdenum,4.39 micrograms per liter,maximum,,Poland,,,,,,,,
29064788,Dongfeng-Tongji (DFTJ) Cohort,2008-2010,,Occupational,Molybdenum,,,,"1,621",Controls for disease:Coronary Disease,employed at Dongfeng Motor Corporation,19% Current smoker|11% Former smoker|70% Never smoker,65.6 years (mean),49% Males (Only)|51% Females (Only),,inductively coupled plasma mass spectrometry,,,plasma,Molybdenum,1.36 micrograms per liter,median,,China,,Shiyan,,,,,,
29064788,Dongfeng-Tongji (DFTJ) Cohort,2008-2010,,Occupational,Molybdenum,,,,"1,621",Controls for disease:Coronary Disease,employed at Dongfeng Motor Corporation,19% Current smoker|11% Former smoker|70% Never smoker,65.6 years (mean),49% Males (Only)|51% Females (Only),,inductively coupled plasma mass spectrometry,,,plasma,Molybdenum,1.09 micrograms per liter,25th percentile,,China,,Shiyan,,,,,,
29064788,Dongfeng-Tongji (DFTJ) Cohort,2008-2010,,Occupational,Molybdenum,,,,"1,621",Controls for disease:Coronary Disease,employed at Dongfeng Motor Corporation,19% Current smoker|11% Former smoker|70% Never smoker,65.6 years (mean),49% Males (Only)|51% Females (Only),,inductively coupled plasma mass spectrometry,,,plasma,Molybdenum,1.74 micrograms per liter,75th percentile,,China,,Shiyan,,,,,,
29064788,Dongfeng-Tongji (DFTJ) Cohort,2008-2010,,Occupational,Molybdenum,,,,"1,621",Subjects with disease:Coronary Disease,employed at Dongfeng Motor Corporation,21% Current smoker|13% Former smoker|66% Never smoker,65.7 years (mean),49% Males (Only)|51% Females (Only),,inductively coupled plasma mass spectrometry,,,plasma,Molybdenum,1.36 micrograms per liter,median,,China,,Shiyan,,,,,,
29064788,Dongfeng-Tongji (DFTJ) Cohort,2008-2010,,Occupational,Molybdenum,,,,"1,621",Subjects with disease:Coronary Disease,employed at Dongfeng Motor Corporation,21% Current smoker|13% Former smoker|66% Never smoker,65.7 years (mean),49% Males (Only)|51% Females (Only),,inductively coupled plasma mass spectrometry,,,plasma,Molybdenum,1.1 micrograms per liter,25th percentile,,China,,Shiyan,,,,,,
29064788,Dongfeng-Tongji (DFTJ) Cohort,2008-2010,,Occupational,Molybdenum,,,,"1,621",Subjects with disease:Coronary Disease,employed at Dongfeng Motor Corporation,21% Current smoker|13% Former smoker|66% Never smoker,65.7 years (mean),49% Males (Only)|51% Females (Only),,inductively coupled plasma mass spectrometry,,,plasma,Molybdenum,1.78 micrograms per liter,75th percentile,,China,,Shiyan,,,,,,
23602086,,,,Dietary|Environmental,monomethylarsonic acid,contaminated drinking water,,,168,Subjects with disease:Hypertension,,29% Current smoker|71% Non-smoker,57.58 years (mean),44% Males (Only)|57% Females (Only),100% Asian,multiple logistic regression,,,,,,,,China,Shanxi,Shanyin,,positive correlation,Hypertension,,,"subjects in highest tertile of urinary monomethylated arsenic concentration showed higher risk of Hypertension, odds ratio = 1.776 (95% CI: 1.148-2.756) compared to lowest tertile"
